Time,U_EN,V_EN,W_EN
76.1,95.88,1.175,12.69
76.125,94.7625,0.8875,12.9925
76.15,94.095,0.7025,13.06
76.175,93.7425,1.01,12.7575
76.2,93.72,1.605,12.73
76.225,93.485,1.2425,13.66
76.25,93.835,0.2375,13.9225
76.275,94.8825,-0.145,13.295
76.3,95.9475,0.23,12.53
76.325,95.64,2.035,11.605
76.35,96.0275,2.9125,12.015
76.375,96.6675,3.3075,12.1675
76.4,96.5075,3.64,12.1725
76.425,96.9225,4.0875,13.2175
76.45,97.0975,3.9625,13.1975
76.475,97.185,3.9475,12.905
76.5,98.105,4.2175,12.745
76.525,98.64,4.4575,12.8175
76.55,98.8275,4.3625,13.2475
76.575,98.985,4.515,13.55
76.6,98.4025,4.78,13.2425
76.625,98.0275,4.655,12.6975
76.65,98.1375,4.835,13.1875
76.675,98.2525,3.94,13.26
76.7,99.175,2.69,12.8275
76.725,99.65,2.5675,12.545
76.75,99.92,2.3325,12.2975
76.775,100.235,2.12,11.9225
76.8,100.3125,2.07,12.105
76.825,100.5025,1.92,12.41
76.85,100.2675,1.9075,12.4125
76.875,100.4225,1.7925,13.1875
76.9,100.6125,1.65,14.2725
76.925,100.715,1.425,14.37
76.95,100.34,1.1825,14.2
76.975,100.925,0.875,14.49
77,101.1225,0.495,14.3225
77.025,100.835,0.095,13.4925
77.05,100.6575,-0.01,12.9925
77.075,100.78,0.135,12.5375
77.1,100.7925,0.43,12.235
77.125,100.845,0.705,11.935
77.15,101.6225,0.6975,11.19
77.175,101.715,0.7425,11.495
77.2,102.1975,0.0875,12.6675
77.225,102.1975,-0.9425,13.0775
77.25,101.6375,-2.2125,13.0275
77.275,100.775,-2.94,13.2175
77.3,99.8,-3.65,12.52
77.325,98.1825,-3.4975,12.355
77.35,96.185,-1.685,12.3375
77.375,94.9025,-0.9225,11.1225
77.4,93.87,-0.115,10.2675
77.425,93.4775,0.125,10.03
77.45,93.9275,0.14,9.96
77.475,94.125,0.5975,10.7375
77.5,94.8675,1.1375,11.8575
77.525,95.815,1.4825,12.7575
77.55,96.45,1.38,13.59
77.575,97.2,1.0725,13.98
77.6,98.01,0.4825,13.7975
77.625,98.495,0.7525,13.6175
77.65,98.91,1.4675,13.5925
77.675,98.835,2.7725,13.255
77.7,98.19,3.995,11.9225
77.725,97.9875,3.9975,11.6975
77.75,98.175,3.375,12.25
77.775,98.12,3.2575,12.295
77.8,98.495,2.955,12.5825
77.825,98.78,2.4125,12.765
77.85,98.3,0.92,12.2575
77.875,98.0475,-0.215,12.4925
77.9,97.865,-1.1025,12.31
77.925,97.7625,-1.24,12.205
77.95,97.6175,-0.8225,12.4325
77.975,98.3125,-0.85,12.325
78,98.5275,-0.4575,12.025
78.025,98.565,-0.165,12.095
78.05,98.77,-0.135,12.3175
78.075,99.5675,-0.18,12.4175
78.1,99.595,-0.49,12.94
78.125,98.8275,-0.6125,12.1525
78.15,97.3575,1.3,10.455
78.175,97.28,2.09,9.985
78.2,98.1675,2.4725,9.6525
78.225,99.18,2.165,9.23
78.25,100.095,1.7175,9.955
78.275,101.385,1.14,11.23
78.3,101.8675,0.6275,11.935
78.325,101.8775,0.2225,12.8325
78.35,101.41,-0.4075,12.75
78.375,100.7425,-0.2825,11.8425
78.4,99.9525,0.6325,10.8475
78.425,99.3375,1.4525,10.095
78.45,98.4575,2.1625,9.9875
78.475,98.145,2.58,9.6225
78.5,98.0625,2.5575,9.485
78.525,98.3025,2.0725,9.935
78.55,98.555,1.435,10.81
78.575,98.52,0.8,10.4275
78.6,98.7375,0.6675,10.1275
78.625,99.35,0.8575,10.2475
78.65,99.945,1.8225,10.34
78.675,99.88,2.5425,10.7375
78.7,99.8125,3.0125,10.9475
78.725,99.47,3.2675,11.3225
78.75,99.38,3.1875,12.4025
78.775,99.5975,2.78,13.32
78.8,99.9875,2.03,14.135
78.825,100.4875,1.76,14.39
78.85,100.47,1.745,14.2975
78.875,100.7525,1.6275,13.835
78.9,101.11,1.4025,13.1525
78.925,102.16,1.0925,13.095
78.95,102.5375,0.81,13.3975
78.975,103.22,0.3025,14.33
79,103.79,-2.22045E-16,14.255
79.025,103.7575,0.58,14.705
79.05,103.4075,1.065,14.59
79.075,103.365,1.2675,14.21
79.1,102.3625,1.6625,12.995
79.125,102.11,0.455,13.305
79.15,101.5925,-0.0125,13.515
79.175,101.5,0.225,14.0125
79.2,101.2675,0.6175,13.685
79.225,101.165,0.5425,13.3325
79.25,101.3075,-0.085,13.085
79.275,101.33,-0.9475,12.97
79.3,101.7175,-1.325,13.2475
79.325,102.31,-0.6975,13.5625
79.35,102.3825,0.3075,13.7525
79.375,102.395,1.325,14.1725
79.4,102.2225,1.4725,14.26
79.425,101.76,0.695,14.8175
79.45,101.2275,-0.3225,14.87
79.475,100.8,-0.165,14.82
79.5,100.545,-0.345,13.7725
79.525,100.02,-0.17,12.8825
79.55,99.1875,0.5875,12.1075
79.575,98.3,1.2625,11.915
79.6,97.5075,1.645,11.675
79.625,96.8275,1.5625,11.5225
79.65,96.4575,1.08,11.62
79.675,96.795,0.315,11.5325
79.7,96.99,-0.0125,11.15
79.725,96.7825,0.0625,10.595
79.75,96.155,0.4425,9.8875
79.775,95.4425,0.9325,9.1725
79.8,94.8625,1.4575,8.8075
79.825,94.3275,1.915,8.8675
79.85,95.0625,2.2575,9.54
79.875,96.8075,2.6575,11.0975
79.9,96.92,3.315,11.4675
79.925,97.015,4.225,12.815
79.95,96.55,3.8025,13.8125
79.975,95.7175,1.8675,13.28
80,95.075,1.15,12.8975
80.025,94.845,0.595,12.5275
80.05,95.115,1.1625,12.7125
80.075,95.77,2.09,12.88
80.1,95.97,2.7625,12.955
80.125,95.8425,3.245,12.7525
80.15,95.3675,3.6225,12.2275
80.175,94.0075,3.7575,11.725
80.2,93.2575,3.425,11.355
80.225,92.2825,3.0325,10.75
80.25,91.6525,3,10.69
80.275,91.76,3.185,10.8375
80.3,92.5875,3.8,11.565
80.325,93.6525,3.7875,11.475
80.35,94.3075,3.735,11.33
80.375,95.11,3.52,11.3075
80.4,95.1575,3.73,10.8
80.425,95.3,3.6275,10.9775
80.45,95.65,2.9275,11.745
80.475,95.8175,1.8975,12.09
80.5,94.96,0.6725,11.8425
80.525,93.7075,0.0225,11.1925
80.55,92.57,0.36,10.195
80.575,91.5225,0.8225,9.72
80.6,90.7925,1.33,9.61
80.625,90.37,1.9625,9.74
80.65,90.4475,2.3925,10.115
80.675,90.915,2.6125,10.5975
80.7,91.795,2.8775,11.1025
80.725,92.975,3.2275,11.67
80.75,94.26,3.4675,11.6475
80.775,96.04,3.3975,11.3175
80.8,97.6775,2.865,11.9175
80.825,98.3825,2.8675,12.1375
80.85,98.6525,2.675,12.53
80.875,98.585,2.32,13.37
80.9,99.195,2.2075,14.0225
80.925,99.0675,2.5825,14.19
80.95,99.105,2.7325,14.6425
80.975,99.165,2.305,14.7475
81,97.7925,1.6775,13.245
81.025,96.41,1.7025,11.8325
81.05,95.7325,1.615,11.2825
81.075,94.5025,1.81,10.995
81.1,93.745,1.59,11.51
81.125,93.08,0.68,11.77
81.15,92.6225,-0.6975,12.0425
81.175,92.2275,-1.5725,12.475
81.2,92.3875,-2.27,12.475
81.225,92.5775,-2.4775,12.0525
81.25,92.3825,-1.9775,12.11
81.275,92.895,-1.245,12.2975
81.3,94.0225,-0.37,12.3775
81.325,95.49,1.53,12.155
81.35,96.8,2.545,12.9
81.375,98.31,3.1925,12.9225
81.4,99.2875,3.79,12.47
81.425,99.855,4.555,12.565
81.45,100.5225,4.7025,13.3675
81.475,101.1375,4.46,14.185
81.5,101.375,3.7925,14.845
81.525,101.7875,2.825,15.5375
81.55,102.2275,2.2875,15.8325
81.575,102.03,2.2625,16.1725
81.6,101.655,2.305,16.6775
81.625,101.015,2.1275,16.54
81.65,100.2475,1.645,16.69
81.675,99.8575,1.0475,16.7375
81.7,99.1325,0.755,16.225
81.725,97.495,1.4475,14.49
81.75,96.175,1.4425,12.535
81.775,94.9875,1.79,11.4725
81.8,93.325,1.5025,10.925
81.825,93.625,1.5375,11.65
81.85,93.8475,1.7,12.3025
81.875,94.125,2.0425,12.755
81.9,94.435,2.45,12.94
81.925,94.085,2.36,13.295
81.95,94.1725,1.3175,13.64
81.975,93.905,1.24,13.685
82,93.7375,1.0175,13.395
82.025,94.0925,0.7225,13.0325
82.05,94.66,0.195,12.58
82.075,95.665,-0.57,12.735
82.1,97.0625,-1.465,13.1075
82.125,97.905,-1.63,13.0275
82.15,98.63,0.0775,14.175
82.175,98.87,1.3275,14.4475
82.2,98.905,1.8825,13.9425
82.225,98.6725,2.325,13.6575
82.25,98.845,2.505,13.965
82.275,98.5175,2.55,13.925
82.3,98.005,1.79,14.3725
82.325,97.36,0.48,14.8
82.35,96.445,-0.135,14.71
82.375,95.9025,-0.395,14.3925
82.4,95.005,-0.2175,14.2575
82.425,94.0675,-0.1125,13.5225
82.45,93.305,0.055,12.2675
82.475,92.8875,-0.185,12.6025
82.5,93.6575,-0.1825,12.5
82.525,93.5725,0.3775,11.9075
82.55,93.9475,1.065,12.195
82.575,94.41,1.7875,11.835
82.6,94.465,2.5025,11.555
82.625,95.0425,2.77,11.965
82.65,96.2375,2.2375,12.73
82.675,96.275,2.24,12.93
82.7,97.0775,1.49,13.5275
82.725,97.3475,1.0775,13.75
82.75,97.31,0.66,14.6525
82.775,97.7025,-0.4325,15.06
82.8,97.7325,-0.68,15.19
82.825,97.125,-0.5825,15.92
82.85,96.945,-0.4925,16.455
82.875,96.6075,-0.04,16.3175
82.9,95.66,0.96,16.18
82.925,94.47,2.15,15.3525
82.95,94.135,2.7275,14.9375
82.975,93.6375,3.395,14.3225
83,93.01,4.01,14.235
83.025,93.1875,4.2475,14.0675
83.05,92.8125,3.8475,13.1625
83.075,92.6025,2.535,12.185
83.1,92.7125,2.66,11.54
83.125,92.985,2.82,11.8725
83.15,93.735,2.6975,12.375
83.175,93.915,2.075,12.9325
83.2,94.105,1.11,13.8125
83.225,93.885,0.26,14.4125
83.25,93.82,-0.3825,14.2575
83.275,92.8625,-0.3875,13.0425
83.3,92.1175,-0.03,12.3525
83.325,91.3125,0.4525,11.7275
83.35,90.06,0.785,11.175
83.375,88.185,0.645,10.465
83.4,86.645,0.875,10.0275
83.425,85.1725,1.6475,8.955
83.45,84.4575,2.495,8.5875
83.475,84.55,3,8.5125
83.5,85.495,3.32,8.5925
83.525,86.34,3.2975,9.4875
83.55,87.145,3.095,10.43
83.575,88.1875,2.6875,10.6875
83.6,88.7,2.0325,11.1375
83.625,88.8775,1.5775,11.1275
83.65,89.165,1.5025,11.0675
83.675,88.885,1.6975,10.775
83.7,89.2425,1.885,10.58
83.725,88.3375,3.135,10.76
83.75,87.705,3.465,10.83
83.775,87.36,3.41,10.755
83.8,87.435,3.2875,11.33
83.825,87.4125,2.8825,12.195
83.85,87.44,2.225,12.51
83.875,87.4525,1.385,12.27
83.9,86.045,1.195,11.305
83.925,85.745,1.1125,10.955
83.95,85.73,1.2375,9.995
83.975,85.44,1.83,10.1025
84,84.9925,2.2725,10.345
84.025,85.3875,2.19,11.5675
84.05,85.69,2.13,12.2075
84.075,86.4675,2.3775,13.0225
84.1,87.9725,2.6625,14.115
84.125,89.6125,2.7675,14.2575
84.15,89.8725,2.9075,14.205
84.175,90.5525,2.8575,14.275
84.2,91.1875,4.005,13.755
84.225,91.39,4.585,13.2
84.25,92.1975,4.6975,13.4275
84.275,93.69,4.29,13.69
84.3,94.7825,3.16,14.2275
84.325,95.1775,2.0725,14.685
84.35,95.1375,1.4475,14.6775
84.375,94.805,1.4675,14.0925
84.4,94.3775,1.84,13.745
84.425,93.87,2.1525,13.6825
84.45,93.4925,2.0975,13.32
84.475,93.06,2.0775,13.63
84.5,92.63,2.43,13.6075
84.525,92.06,2.1925,13.6975
84.55,91.9825,1.9925,13.795
84.575,92.1425,1.8225,13.6975
84.6,91.9375,2.27,12.8925
84.625,91.7875,2.7475,12.65
84.65,91.0375,3.04,11.695
84.675,89.6025,2.86,11.13
84.7,88.6275,2.47,11.105
84.725,88.4475,1.9175,11.18
84.75,88.1075,1.49,11.0125
84.775,88.2125,0.9275,11
84.8,89.1,1.54,11.6125
84.825,89.4475,1.635,11.835
84.85,89.58,1.3875,11.6875
84.875,89.6525,1.105,11.715
84.9,90.06,0.9275,12.5225
84.925,90.78,1.1575,13.31
84.95,91.665,1.635,13.7825
84.975,92.3,1.77,13.685
85,92.7025,1.8375,13.645
85.025,93.155,2.11,13.68
85.05,93.0325,2.1325,13.525
85.075,92.465,1.905,12.855
85.1,92.02,1.7625,12.4575
85.125,92.3075,1.5825,12.355
85.15,92.3125,1.77,11.7075
85.175,91.9025,2.2125,11.3025
85.2,91.8175,2.4875,11.45
85.225,91.84,2.68,11.39
85.25,91.795,2.635,11.3975
85.275,91.385,1.8975,11.455
85.3,91.075,1.74,11.0925
85.325,90.8025,1.49,11.29
85.35,91.07,1.535,11.385
85.375,90.63,1.5575,10.5925
85.4,90.7175,2.37,10.605
85.425,91.525,2.3575,10.07
85.45,91.8575,2.4225,9.795
85.475,91.81,3.1025,10.1
85.5,91.8625,2.9775,10.7175
85.525,91.64,2.165,11.33
85.55,91.3825,0.6225,12.2125
85.575,91.425,0.76,12.665
85.6,91.84,0.9425,12.885
85.625,91.975,1.545,13.42
85.65,92.06,2.2175,13.8575
85.675,92.1925,2.7125,14.3075
85.7,92.22,2.7575,14.11
85.725,91.485,2.625,13.4425
85.75,90.82,2.4375,12.5125
85.775,90.4525,2.785,11.22
85.8,89.84,3.155,10.4875
85.825,89.6575,3.8475,10.6025
85.85,89.95,4.0525,11.045
85.875,89.67,3.9875,10.885
85.9,89.43,3.7625,11.25
85.925,89.005,3.715,10.6025
85.95,87.95,3.5375,10.1625
85.975,86.8675,2.9275,9.645
86,86.415,2.48,9.4425
86.025,86.575,2.095,10.015
86.05,87.2475,1.8675,10.2325
86.075,87.745,1.9725,10.435
86.1,88.42,2.0075,11.0275
86.125,89.58,1.65,12.11
86.15,90.31,1.6625,12.415
86.175,90.2225,1.9425,12.7075
86.2,90.43,2.0775,13.01
86.225,90.385,2.1825,12.56
86.25,89.9825,2.14,12.335
86.275,90.3875,1.7275,12.6025
86.3,90.77,1.2,11.6625
86.325,90.25,1.2125,11.2475
86.35,89.9725,1.2,11.115
86.375,90.505,1.6375,11.75
86.4,90.475,1.7925,11.5425
86.425,90.6325,1.4525,11.4025
86.45,90.345,1.0425,11.2775
86.475,90.035,1.2125,11.1375
86.5,90.065,1.1025,11.0225
86.525,89.7675,0.7225,10.805
86.55,89.6725,-0.0025,10.7275
86.575,89.225,-0.6225,10.5675
86.6,88.1775,-1.1675,10.3475
86.625,88.025,-0.655,10.26
86.65,87.9225,0.025,10.3625
86.675,87.695,0.7225,10.67
86.7,87.5825,1.2275,11.505
86.725,87.5775,1.245,11.9475
86.75,87.55,1.0575,12.2475
86.775,87.2225,0.54,12.235
86.8,87.235,0.4675,11.5775
86.825,87.7325,0.555,10.8475
86.85,88.215,1.1825,11.1
86.875,89.1125,1.89,11.1175
86.9,89.525,2.345,11.13
86.925,89.58,2.8975,11.9175
86.95,89.705,3.2775,13.095
86.975,89.56,3.425,13.375
87,89.1375,3.595,13.74
87.025,89.5975,3.3025,14.1075
87.05,89.5575,3.085,14.245
87.075,90,2.3725,14.7775
87.1,90.075,1.8325,14.7275
87.125,89.98,1.6075,14.6525
87.15,89.5275,1.65,14.4875
87.175,88.5125,2.3,13.835
87.2,87.46,2.705,13.3475
87.225,86.8025,2.6675,13.3375
87.25,85.9425,2.3675,13.2425
87.275,85.9525,1.7725,13.125
87.3,86.18,1.4025,14.275
87.325,86.595,1.265,14.7075
87.35,86.335,1.1575,14.6975
87.375,86.2075,1.0675,14.4675
87.4,85.8975,1.6675,13.5275
87.425,85.97,2.08,13.6925
87.45,86.28,2.0475,13.3475
87.475,86.095,2.285,12.9275
87.5,86.1375,2.765,12.92
87.525,87.325,3.845,13.2575
87.55,87.77,4.1475,13.46
87.575,88.11,3.9725,13.1475
87.6,88.5175,3.8375,12.455
87.625,88.305,3.915,11.915
87.65,88.0275,3.7075,12.28
87.675,88.0375,3.25,12.6825
87.7,87.405,2.7,12.5075
87.725,86.2225,1.9425,11.995
87.75,85.645,1.0325,11.31
87.775,85.99,0.39,11.2675
87.8,86.595,0.0325,11.555
87.825,87.4525,-0.135,11.92
87.85,88.4725,-0.1275,12.085
87.875,88.68,0.5175,12.56
87.9,88.64,1.0375,13.6175
87.925,88.67,1.2525,14.5425
87.95,88.525,1.38,14.945
87.975,88.4025,1.55,15.36
88,87.98,1.725,14.88
88.025,86.935,1.23,14.0075
88.05,87.1,1.2525,14.0575
88.075,87.61,1.275,13.6175
88.1,87.6675,1.48,13.1575
88.125,87.89,1.6575,13.2225
88.15,87.14,2.365,12.5675
88.175,86.85,2.36,12.4575
88.2,86.4025,2.8,12.205
88.225,86.63,3.5525,12.11
88.25,87.2675,4.1425,11.9175
88.275,87.1775,4.005,11.5925
88.3,87.3675,3.76,12.055
88.325,87.39,3.4375,12.535
88.35,87.5225,3.4775,12.79
88.375,87.7175,3.59,13.1925
88.4,87.905,3.5475,13.79
88.425,87.8925,3.4375,14.25
88.45,88.465,3.3675,14.9575
88.475,88.7275,3.365,14.9175
88.5,88.8775,3.19,14.955
88.525,89.0325,2.795,14.0625
88.55,89.4725,3.06,13.86
88.575,89.4375,3.3525,14.3575
88.6,89.725,3.21,14.2325
88.625,89.25,2.87,13.8
88.65,88.15,2.46,14.1275
88.675,87.005,2.38,13.8825
88.7,86.3025,1.635,13.4725
88.725,85.8175,1.3225,13.395
88.75,85.83,1.2925,13.225
88.775,85.54,1.5125,12.89
88.8,85.385,1.94,12.5975
88.825,85.77,2.3875,12.71
88.85,86.415,3.085,13.0675
88.875,86.6325,3.6075,13.44
88.9,86.3425,3.945,13.12
88.925,85.825,3.8175,13.0825
88.95,85.835,3.1725,12.235
88.975,84.7875,1.8625,10.8175
89,85.25,1.33,11.4275
89.025,85.92,1.74,11.81
89.05,86.6225,2.0475,12.51
89.075,87.095,1.8825,13.52
89.1,86.8375,2.0875,14.0625
89.125,86.5875,1.7375,14.2425
89.15,86.2075,1.7675,13.4975
89.175,85.525,2.0975,13.085
89.2,85.74,2.2575,12.8825
89.225,86.2625,2.695,12.605
89.25,87.21,2.85,13.315
89.275,89.2575,3.1775,14.4575
89.3,89.89,3.435,15.4025
89.325,90.525,3.2625,16.3175
89.35,91.0975,2.95,16.9425
89.375,91.3725,2.4025,16.6975
89.4,91.605,1.9925,16.1925
89.425,91.715,1.1875,14.9725
89.45,91.5675,0.965,14.1925
89.475,91.0675,0.945,13.9325
89.5,90.84,1.205,13.715
89.525,90.3725,1.81,14.4875
89.55,90.1775,2.2025,15.2525
89.575,89.835,2.2325,14.65
89.6,88.2525,2.38,12.87
89.625,87.9075,2.2475,12.5325
89.65,87.545,2.18,12.3475
89.675,87.3325,2.0425,11.745
89.7,86.6125,2.3425,11.4025
89.725,86.755,2.19,11.6375
89.75,86.9425,2.0575,11.465
89.775,86.9025,1.91,11.2475
89.8,87.005,1.9525,11.7825
89.825,87.5575,1.95,12.6575
89.85,88.0475,2.235,13.195
89.875,88.365,2.7875,13.9025
89.9,88,2.3825,14.3375
89.925,87.11,1.9975,14.265
89.95,85.4325,1.915,13.8525
89.975,84.745,1.975,13.6975
90,83.7325,1.935,12.785
90.025,82.9725,1.66,12.2675
90.05,82.61,1.295,12.3625
90.075,81.9,0.9675,11.79
90.1,81.0125,1.6,11.26
90.125,80.9425,1.6075,11.0075
90.15,80.9825,1.4375,11.195
90.175,81.425,1.335,11.6325
90.2,81.825,1.4375,11.895
90.225,81.915,1.66,12.6375
90.25,82.365,1.8625,13.2
90.275,82.815,2.16,13.7075
90.3,83.8575,2.3525,14.06
90.325,85.0425,2.4,14.17
90.35,85.33,2.75,14.0275
90.375,85.8025,2.32,13.2525
90.4,86.5575,2.5,13.4825
90.425,86.76,2.84,13.82
90.45,86.515,3.1175,14.1725
90.475,86.6525,2.92,14.59
90.5,86.3925,2.4775,14.565
90.525,86.4,2.035,14.5675
90.55,86.6325,1.3325,13.9675
90.575,86.755,1.1525,13.8075
90.6,86.95,1.1825,14.1475
90.625,87.4625,1.3575,14.1225
90.65,87.2725,1.94,13.6475
90.675,86.6625,2.6325,13.99
90.7,86.435,3.43,14.125
90.725,85.8675,4.0375,13.595
90.75,85.2575,4.4525,14.005
90.775,85.5025,4.3575,14.1425
90.8,85.175,4.28,13.515
90.825,85.5775,3.9175,13.645
90.85,85.7675,3.4475,13.73
90.875,85.675,3.005,13.26
90.9,85.225,2.4825,13.02
90.925,84.885,2.2,12.2675
90.95,84.29,1.735,12.275
90.975,83.58,1.3375,12.315
91,82.67,0.905,12.65
91.025,81.7375,1.17,12.635
91.05,81.5925,0.98,12.6425
91.075,81.3625,1.0375,12.3825
91.1,81.085,0.9275,12.6175
91.125,81.395,0.5925,12.475
91.15,81.325,0.5525,12.1675
91.175,80.8,0.8025,12.485
91.2,80.3975,1.085,12.4975
91.225,79.4975,1.5275,12.8075
91.25,79.1025,1.92,13.44
91.275,78.9225,2.375,13.625
91.3,79.0475,2.325,13.065
91.325,79.015,1.6725,13.1225
91.35,79.1725,1.1875,13.3825
91.375,79.3125,0.6225,13.18
91.4,79.72,0.3075,13.105
91.425,80.28,0.17,13.395
91.45,80.8825,0.185,13.9525
91.475,81.0375,0.23,14.2525
91.5,81.38,0.405,14.3475
91.525,81.495,0.8225,14.15
91.55,81.8775,1.355,13.955
91.575,82.25,2.06,13.49
91.6,82.3725,2.6875,13.4
91.625,82.865,2.985,13.9375
91.65,82.73,3.1575,14.345
91.675,82.045,3.0125,14.7975
91.7,81.155,2.73,15.5025
91.725,80.5675,2.445,15.65
91.75,78.7275,2.2375,15.3
91.775,77.5625,1.73,14.445
91.8,77.77,1.5625,13.605
91.825,77.89,1.1375,12.815
91.85,78.19,0.33,12.37
91.875,78.865,-0.645,11.8575
91.9,78.4,-0.8475,10.185
91.925,78.3525,-1.07,9.8
91.95,78.5375,-1.2275,9.81
91.975,78.4375,-0.6,10.0525
92,78.0025,0.505,10.8175
92.025,77.91,1.205,12.0475
92.05,77.97,1.585,12.46
92.075,77.97,1.625,12.515
92.1,78.2675,1.3925,12.575
92.125,79.195,0.9575,12.775
92.15,80.105,0.645,13.0725
92.175,81.1225,0.5975,13.505
92.2,81.745,0.875,13.885
92.225,82.4475,1.0775,14.2975
92.25,82.215,2.2925,13.76
92.275,82.7275,2.8775,13.69
92.3,83.425,2.4425,13.4875
92.325,83.6275,2.5125,13.3325
92.35,83.88,2.4575,13.7425
92.375,84.235,2.16,13.5125
92.4,84.8775,2.16,13.5375
92.425,85.29,2.15,13.1775
92.45,85.3475,1.835,13.2
92.475,85.6125,1.09,13.9675
92.5,85.9425,0.2375,14.06
92.525,85.535,-0.275,13.77
92.55,85.0825,-0.62,13.445
92.575,84.7075,-0.7825,12.895
92.6,84.05,-0.9525,12.515
92.625,83.285,-1.38,12.3575
92.65,82.5225,-1.9075,12.9825
92.675,82.0425,-2.385,13.9175
92.7,81.8025,-2.8975,14.5925
92.725,81.385,-2.6725,14.565
92.75,82.07,-1.86,14.915
92.775,83.1825,-0.3875,14.94
92.8,83.87,1.0175,14.8775
92.825,84.6225,2.03,15.1825
92.85,85.63,3.0375,15.7975
92.875,86.1525,3.175,16.3125
92.9,86.69,3.015,17.0175
92.925,86.55,3.5025,16.7625
92.95,86.8775,3.7475,16.56
92.975,86.8775,3.7775,15.4125
93,86.3625,3.805,14.35
93.025,86.4625,3.935,13.905
93.05,86.9625,3.905,13.685
93.075,87.0375,3.8475,13.675
93.1,87.305,3.245,14.995
93.125,87.11,2.835,15.5325
93.15,86.55,2.42,15.995
93.175,86.3025,1.42,16.19
93.2,85.1325,0.8175,14.575
93.225,84.44,1.0975,13.6725
93.25,84.29,1.365,13.2525
93.275,84.575,1.575,13.02
93.3,85.13,1.41,13.0275
93.325,86.105,1.25,12.8375
93.35,86.7225,0.775,12.865
93.375,86.92,0.1825,13.5325
93.4,86.885,0.185,13.6175
93.425,86.475,0.45,13.6425
93.45,85.36,0.815,13.54
93.475,85.03,1.1075,14.0225
93.5,84.7825,1.6575,14.0975
93.525,84.405,2.7375,13.9925
93.55,83.78,3.38,13.42
93.575,83.54,3.83,13.17
93.6,83.19,4.1175,12.505
93.625,82.615,4.2275,12.11
93.65,81.8575,3.89,11.4325
93.675,81.2625,2.8925,10.7575
93.7,81.24,1.8425,10.6625
93.725,81.455,0.87,10.3475
93.75,81.2275,0.725,10.2475
93.775,81.02,0.95,10.52
93.8,81.4025,1.5625,10.415
93.825,81.18,2.565,10.505
93.85,80.5375,3.4025,10.83
93.875,80.8125,3.8075,11.615
93.9,81.025,3.73,12.1525
93.925,81.26,3.325,13.105
93.95,82.0025,3.05,13.7525
93.975,82.0725,2.435,13.92
94,81.8725,2.065,14.3325
94.025,81.665,1.6725,14.8525
94.05,81.835,1.1625,15.07
94.075,82.1575,0.49,14.74
94.1,82.5475,0.1725,14.135
94.125,82.555,0.46,13.24
94.15,82.6575,1.005,13.7975
94.175,83.1225,1.2075,14.1975
94.2,83.695,1.3525,14.2625
94.225,84.02,1.8375,13.9875
94.25,84.215,2.5525,14.1625
94.275,84.17,2.82,14.215
94.3,84.17,2.745,14.13
94.325,84.245,2.4525,14.58
94.35,84.645,1.5325,15.025
94.375,84.45,0.965,15.06
94.4,83.795,0.78,14.795
94.425,82.8675,1.0825,14.8025
94.45,82.075,1.2025,15.0225
94.475,81.25,1.36,15.3625
94.5,80.215,0.835,15.35
94.525,79.3075,0.2075,15.3175
94.55,79.0275,-0.81,14.4725
94.575,78.495,-0.615,13.555
94.6,78.58,-0.425,13.77
94.625,79.0075,-0.17,13.65
94.65,79.185,0.0375,13.5125
94.675,79.3075,0.415,14.2725
94.7,79.6675,0.76,15.015
94.725,79.585,1.9475,14.5825
94.75,79.685,2.6775,14.52
94.775,79.85,2.6475,14.95
94.8,80.5425,2.025,15.3025
94.825,80.8875,1.5725,15.085
94.85,81.1375,0.5625,13.84
94.875,80.9575,0.4175,12.9625
94.9,81.0325,0.5775,12.3775
94.925,81.635,0.64,12.345
94.95,82.505,0.785,12.48
94.975,82.5525,-0.0275,12.3175
95,82.8225,-0.275,12.7975
95.025,83.0675,-0.3025,13.3625
95.05,83.16,0.005,13.945
95.075,82.6325,0.265,14.2675
95.1,82.41,0.5925,14.61
95.125,81.9975,0.7225,14.5875
95.15,81.22,1.0025,14.51
95.175,80.7025,1.3275,14.4275
95.2,80.48,1.6125,14.0475
95.225,80.2125,2.04,13.5775
95.25,80.06,2.525,12.575
95.275,80.2025,2.7925,12.5275
95.3,80.5825,2.395,12.1775
95.325,81.0625,2.275,12.4425
95.35,82.025,2.26,13.1475
95.375,82.88,2.065,12.955
95.4,83.35,1.3425,13.6125
95.425,84.245,-0.0825,14.495
95.45,84.89,-1.305,14.9125
95.475,84.92,-1.6,15.1325
95.5,84.67,-1.2525,16.215
95.525,84.4625,-0.5675,16.655
95.55,83.315,0.65,16.005
95.575,81.84,1.9,15.4975
95.6,81.3025,2.6375,15.15
95.625,80.615,3.2675,14.4175
95.65,80.4125,3.2475,14.0175
95.675,80.62,2.53,14.6
95.7,80.5625,2.1325,14.3825
95.725,80.42,2.3275,13.98
95.75,79.8625,3.2075,13.7225
95.775,79.1275,3.6225,13.6075
95.8,78.6275,3.205,13.855
95.825,78.3725,2.4125,14.25
95.85,78.16,1.865,13.935
95.875,78.0925,1.9825,13.22
95.9,78.44,2.275,12.505
95.925,78.7,2.7975,12.1025
95.95,79.42,3.15,12.695
95.975,80.2025,2.455,13.03
96,79.985,2.25,12.855
